Date,Time,Sender_account,Receiver_account,Amount,Laundering_type,Cycle_ID,Cycle_Length,Hop_Number
2022-10-10,10:36:12,8359784024,2480845592,6459.62,Normal_Group,19,4,3
2022-10-15,21:53:48,2480845592,8359784024,1391.55,Normal_Group,19,4,4
2022-10-07,18:44:39,6574810359,9088114734,8798.97,Normal_Group,20,4,1
2022-10-19,16:24:12,9088114734,6574810359,5341.88,Normal_Group,20,4,2
2022-10-19,22:05:08,6574810359,1756642187,16189.41,Normal_Group,20,4,3
2022-10-29,09:17:07,1756642187,6574810359,7678.21,Normal_Group,20,4,4
2022-10-07,21:13:21,6684271399,40695685,2343.16,Normal_Group,21,4,1
2022-11-06,20:12:02,40695685,6684271399,1658.9,Normal_Group,21,4,2
2022-11-08,12:33:14,6684271399,3868333739,22645.84,Normal_Group,21,4,3
2023-01-30,09:52:44,3868333739,6684271399,2409.96,Normal_Group,21,4,4
2022-10-11,13:19:02,6937601959,8891105199,34241.83,Normal_Mutual,22,4,1
2022-11-28,03:33:57,8891105199,6937601959,33611.42,Normal_Mutual,22,4,2
2023-02-15,03:12:45,6937601959,8153168198,41127.32,Normal_Mutual,22,4,3
2023-03-17,14:02:01,8153168198,6937601959,40445.77,Normal_Mutual,22,4,4
2022-10-07,23:16:36,1750168908,982608228,1084.71,Normal_Group,23,4,1
2022-10-07,23:28:38,982608228,1750168908,7386.42,Normal_Group,23,4,2
2022-10-09,14:05:17,1750168908,9390133059,788.48,Normal_Group,23,4,3
2022-10-12,17:29:53,9390133059,1750168908,1043.17,Normal_Group,23,4,4
2022-10-07,22:38:28,7900125583,5831893219,4007.22,Normal_Group,24,4,1
2022-11-25,21:38:38,5831893219,7900125583,7530.99,Normal_Group,24,4,2
2022-11-25,22:02:03,7900125583,7091435089,11124.15,Normal_Group,24,4,3
2022-12-14,08:35:12,7091435089,7900125583,4237.25,Normal_Group,24,4,4
2022-10-07,13:05:41,7815302114,1842633217,6077.12,Normal_Group,25,4,1
2022-10-07,20:02:12,1842633217,7815302114,3345.54,Normal_Group,25,4,2
2022-10-12,09:00:32,7815302114,8179848872,587.72,Normal_Group,25,4,3
2022-11-21,12:14:31,8179848872,7815302114,6259.79,Normal_Group,25,4,4
2022-10-07,16:13:50,7505595009,8941820718,1641.68,Normal_Group,26,4,1
2022-10-10,10:39:44,8941820718,7505595009,2101.2,Normal_Group,26,4,2
2022-10-13,11:11:56,7505595009,2388827065,8798.12,Normal_Group,26,4,3
2022-11-13,18:18:12,2388827065,7505595009,1739.52,Normal_Group,26,4,4
2022-10-07,20:16:13,2209652373,8648226268,6904.44,Normal_Group,27,4,1
2022-10-08,18:06:06,8648226268,2209652373,1006.86,Normal_Group,27,4,2
2022-10-15,13:21:33,2209652373,2742228285,1156.48,Normal_Group,27,4,3
2023-03-26,17:01:21,2742228285,2209652373,5528.19,Normal_Group,27,4,4
2022-10-08,14:22:09,9729451408,1999587843,12208.36,Normal_Group,28,4,1
2022-10-17,14:45:37,1999587843,9729451408,9688.13,Normal_Group,28,4,2
2022-10-19,21:21:27,9729451408,3965509687,1298.97,Normal_Group,28,4,3
2022-10-24,07:45:58,3965509687,9729451408,13623.99,Normal_Group,28,4,4
2022-10-07,19:04:57,1590708458,8142869572,1409.93,Normal_Group,29,4,1
2022-10-17,17:21:51,8142869572,1590708458,1090.32,Normal_Group,29,4,2
2022-10-18,14:04:58,1590708458,7779480585,1544.15,Normal_Group,29,4,3
2022-11-30,15:24:49,7779480585,1590708458,1657.92,Normal_Group,29,4,4
2022-10-07,11:08:39,8039556217,2931562863,1720.19,Normal_Group,30,4,1
2022-10-07,13:30:48,2931562863,8039556217,888.87,Normal_Group,30,4,2
2022-10-15,22:23:56,8039556217,6604292373,6495.75,Normal_Group,30,4,3
2022-10-17,16:23:08,6604292373,8039556217,1536.12,Normal_Group,30,4,4
2022-10-09,10:01:15,4196526214,4307669027,1351.76,Normal_Group,31,4,1
2022-10-11,20:26:28,4307669027,4196526214,583.94,Normal_Group,31,4,2
2022-10-16,09:34:02,4196526214,9273592477,2059.59,Normal_Group,31,4,3
2022-10-17,17:40:42,9273592477,4196526214,1179.99,Normal_Group,31,4,4
2022-10-07,19:28:28,2902863301,6509198851,7175.37,Normal_Mutual,32,4,1
2022-11-11,17:37:53,6509198851,2902863301,7251.52,Normal_Mutual,32,4,2
2022-12-30,11:06:49,2902863301,2978084964,76071.92,Normal_Plus_Mutual,32,4,3
2023-01-30,16:35:13,2978084964,2902863301,6697.69,Normal_Plus_Mutual,32,4,4
2022-10-07,14:23:05,9599601958,6022854297,8831.0,Normal_Group,33,4,1
2022-10-23,09:51:57,6022854297,9599601958,284.22,Normal_Group,33,4,2
2022-10-26,09:09:09,9599601958,6996298265,13848.65,Normal_Group,33,4,3
2022-11-23,17:45:38,6996298265,9599601958,7409.34,Normal_Group,33,4,4
2022-10-07,11:11:42,8197072010,137271780,6503.94,Normal_Group,34,4,1
2022-10-07,18:09:58,137271780,8197072010,9157.07,Normal_Group,34,4,2
2022-10-10,11:37:14,8197072010,1423166156,2040.11,Normal_Group,34,4,3
2022-11-28,14:55:06,1423166156,8197072010,6853.81,Normal_Group,34,4,4
2022-10-07,21:01:10,1511822968,6236625651,1276.06,Normal_Group,35,4,1
2022-10-26,15:09:30,6236625651,1511822968,4237.23,Normal_Group,35,4,2
2022-10-30,21:43:42,1511822968,54609542,2712.52,Normal_Group,35,4,3
2023-01-28,17:03:14,54609542,1511822968,1505.18,Normal_Group,35,4,4
2022-10-07,13:13:19,6408343900,247238854,1657.11,Normal_Group,36,4,1
2022-10-31,19:49:16,247238854,6408343900,5971.61,Normal_Group,36,4,2
2022-10-31,22:29:01,6408343900,294845386,4878.48,Normal_Group,36,4,3
2022-11-04,10:40:17,294845386,6408343900,1764.44,Normal_Group,36,4,4
2022-10-07,11:41:43,9544431251,9029221399,1886.68,Normal_Group,37,4,1
2022-10-17,18:53:28,9029221399,9544431251,1868.26,Normal_Group,37,4,2
2022-10-18,19:08:33,9544431251,6778954044,934.75,Normal_Group,37,4,3
2022-11-12,23:14:20,6778954044,9544431251,2019.52,Normal_Group,37,4,4
2022-10-07,13:10:45,1215740475,6328447605,1690.62,Normal_Group,38,4,1
2022-10-10,09:42:22,6328447605,1215740475,4008.47,Normal_Group,38,4,2
2022-10-10,18:15:02,1215740475,8598402879,17056.61,Normal_Group,38,4,3
2022-10-20,14:48:25,8598402879,1215740475,1583.59,Normal_Group,38,4,4
2022-10-08,00:50:33,7975935824,899130800,15974.72,Normal_Group,39,4,1
2022-10-09,21:04:33,899130800,7975935824,7345.34,Normal_Group,39,4,2
2022-10-14,08:51:00,7975935824,2359149347,2359.31,Normal_Group,39,4,3
2022-10-25,20:58:30,2359149347,7975935824,17503.55,Normal_Group,39,4,4
2022-10-11,15:37:48,3043652721,4641756287,30817.58,Normal_Mutual,40,4,1
2022-11-26,12:56:36,4641756287,3043652721,31087.9,Normal_Mutual,40,4,2
2023-02-16,13:34:33,3043652721,7447666,450912.98,Normal_Plus_Mutual,40,4,3
2023-03-16,20:01:02,7447666,3043652721,35181.32,Normal_Plus_Mutual,40,4,4
2022-10-07,14:42:35,2238095611,7270289883,14342.7,Normal_Group,41,4,1
2022-10-07,17:02:13,7270289883,2238095611,3294.94,Normal_Group,41,4,2
2022-10-11,15:39:29,2238095611,8639931738,2521.58,Normal_Group,41,4,3
2022-11-13,17:45:13,8639931738,2238095611,13661.43,Normal_Group,41,4,4
2022-10-08,10:25:11,9462293198,9609665762,21535.34,Normal_Plus_Mutual,42,4,1
2022-11-08,23:39:06,9609665762,9462293198,1932.86,Normal_Plus_Mutual,42,4,2
2023-02-12,15:13:31,9462293198,8925674126,459755.9,Normal_Plus_Mutual,42,4,3
2023-04-12,20:56:51,8925674126,9462293198,24055.31,Normal_Plus_Mutual,42,4,4
2022-10-29,09:45:38,5262101122,8469774892,16747.34,Normal_Mutual,43,4,1
2022-12-06,16:20:55,8469774892,5262101122,16753.97,Normal_Mutual,43,4,2
2023-02-15,13:42:10,5262101122,2462163583,147888.09,Normal_Plus_Mutual,43,4,3
2023-07-15,15:30:43,2462163583,5262101122,13547.14,Normal_Plus_Mutual,43,4,4
2022-11-28,23:06:57,5627845077,6490836307,15701.24,Normal_Mutual,44,4,1
2023-01-03,14:32:37,6490836307,5627845077,15393.21,Normal_Mutual,44,4,2
2023-01-29,13:24:16,5627845077,319166858,197769.73,Normal_Plus_Mutual,44,4,3
2023-02-28,00:43:11,319166858,5627845077,16286.55,Normal_Plus_Mutual,44,4,4
2022-10-07,12:42:13,4784991805,1520019731,4425.66,Normal_Group,45,4,1
2022-10-17,09:58:46,1520019731,4784991805,1287.89,Normal_Group,45,4,2
2022-10-17,14:40:25,4784991805,3377904888,9854.65,Normal_Group,45,4,3
2022-10-23,23:37:46,3377904888,4784991805,3857.33,Normal_Group,45,4,4
2022-10-08,06:59:48,5824647314,3733873004,3417.93,Normal_Group,46,4,1
2022-10-20,07:01:23,3733873004,5824647314,9411.15,Normal_Group,46,4,2
2022-10-23,03:56:26,5824647314,2860630890,1149.78,Normal_Group,46,4,3
2022-11-05,20:01:28,2860630890,5824647314,3156.65,Normal_Group,46,4,4
2022-10-07,14:53:31,3232244126,9311852960,3024.91,Normal_Group,47,4,1
2022-10-08,10:18:15,9311852960,3232244126,1741.28,Normal_Group,47,4,2
2022-10-08,22:19:51,3232244126,1337920692,2302.28,Normal_Group,47,4,3
2022-10-21,22:56:44,1337920692,3232244126,2460.82,Normal_Group,47,4,4
2022-10-07,19:15:08,5579295130,4334330912,8145.28,Normal_Group,48,4,1
2022-10-13,17:37:17,4334330912,5579295130,2161.06,Normal_Group,48,4,2
2022-10-14,16:01:44,5579295130,6540809965,4876.85,Normal_Group,48,4,3
2022-10-17,19:56:53,6540809965,5579295130,8436.79,Normal_Group,48,4,4
2022-10-07,10:47:44,3538111472,7482668456,2014.62,Normal_Group,49,4,1
2022-10-08,12:36:05,7482668456,3538111472,6288.78,Normal_Group,49,4,2
2022-10-10,09:50:17,3538111472,8127449475,21642.1,Normal_Group,49,4,3
2023-03-09,03:59:18,8127449475,3538111472,2266.07,Normal_Group,49,4,4
2022-10-08,03:27:43,7803840108,7710368757,4596.8,Normal_Group,50,4,1
2022-10-10,22:21:28,7710368757,7803840108,1932.1,Normal_Group,50,4,2
2022-10-13,18:27:38,7803840108,8036246093,2228.3,Normal_Group,50,4,3
2022-10-16,18:03:24,8036246093,7803840108,4464.19,Normal_Group,50,4,4
2022-10-10,12:35:36,2082151261,9097494345,10252.67,Normal_Group,51,4,1
2022-10-14,08:00:57,9097494345,2082151261,1401.9,Normal_Group,51,4,2
2022-10-15,17:02:35,2082151261,561785071,3233.23,Normal_Group,51,4,3
2023-02-14,09:21:10,561785071,2082151261,8953.26,Normal_Group,51,4,4
2022-10-08,10:33:27,2328369783,237519940,7484.21,Normal_Group,52,4,1
2022-10-11,08:15:26,237519940,2328369783,6266.16,Normal_Group,52,4,2
2022-10-14,11:43:34,2328369783,8941582418,1587.85,Normal_Group,52,4,3
2022-10-21,22:54:22,8941582418,2328369783,6955.01,Normal_Group,52,4,4
2022-10-07,18:35:16,3083225910,3274650240,29767.09,Normal_Mutual,53,4,1
2022-11-08,18:41:51,3274650240,3083225910,30199.27,Normal_Mutual,53,4,2
2022-11-16,08:44:25,3083225910,222237795,28637.38,Normal_Mutual,53,4,3
2022-12-20,16:04:56,222237795,3083225910,28851.16,Normal_Mutual,53,4,4
2022-10-24,16:03:05,7601480656,5758859629,12781.7,Normal_Mutual,54,4,1
2022-11-28,16:51:24,5758859629,7601480656,12908.73,Normal_Mutual,54,4,2
2022-12-01,23:46:33,7601480656,6066898049,179759.38,Normal_Plus_Mutual,54,4,3
2023-01-01,11:23:19,6066898049,7601480656,13369.15,Normal_Plus_Mutual,54,4,4
2022-10-07,13:48:28,9609778152,1663106058,2137.77,Normal_Group,55,4,1
2022-10-11,14:33:14,1663106058,9609778152,9198.63,Normal_Group,55,4,2
2022-10-13,15:18:11,9609778152,747113181,3060.56,Normal_Group,55,4,3
2022-10-26,21:26:01,747113181,9609778152,2347.83,Normal_Group,55,4,4
2022-10-07,11:48:55,8744994327,9083467473,3953.82,Normal_Group,56,4,1
2022-10-07,21:26:14,9083467473,8744994327,3016.15,Normal_Group,56,4,2
2022-10-10,11:54:44,8744994327,2402226462,4587.14,Normal_Group,56,4,3
2022-10-10,12:09:57,2402226462,8744994327,3265.57,Normal_Group,56,4,4
2022-10-08,02:11:58,3364376781,3651259844,1929.42,Normal_Group,57,4,1
2022-10-12,13:14:35,3651259844,3364376781,1121.83,Normal_Group,57,4,2
2022-10-12,13:50:51,3364376781,9352080573,3522.33,Normal_Group,57,4,3
2022-12-19,19:50:18,9352080573,3364376781,1555.43,Normal_Group,57,4,4
2022-10-07,22:00:45,9434455819,5835475293,2372.86,Normal_Group,58,4,1
2022-10-13,12:02:29,5835475293,9434455819,1771.88,Normal_Group,58,4,2
2022-10-13,18:23:32,9434455819,2845832645,3190.57,Normal_Group,58,4,3
2022-10-23,09:45:38,2845832645,9434455819,2466.2,Normal_Group,58,4,4
2022-10-09,10:48:29,5020275764,8355747583,815.63,Normal_Group,59,4,1
2022-10-18,22:34:40,8355747583,5020275764,2717.99,Normal_Group,59,4,2
2022-10-24,19:16:43,5020275764,6133223222,5476.5,Normal_Group,59,4,3
2022-11-15,09:37:27,6133223222,5020275764,726.09,Normal_Group,59,4,4
2022-10-07,17:54:29,4632572579,1171373,1978.45,Normal_Group,60,4,1
2022-10-13,22:19:47,1171373,4632572579,880.54,Normal_Group,60,4,2
2022-10-14,08:26:05,4632572579,765369964,3183.32,Normal_Group,60,4,3
2022-10-14,14:38:04,765369964,4632572579,1869.37,Normal_Group,60,4,4
2022-10-08,18:39:14,3408471488,4882361792,2188.65,Normal_Group,61,4,1
2022-10-11,10:15:58,4882361792,3408471488,3831.01,Normal_Group,61,4,2
2022-10-12,21:00:45,3408471488,8908450575,2281.7,Normal_Group,61,4,3
2022-11-20,23:39:27,8908450575,3408471488,1784.62,Normal_Group,61,4,4
2022-10-09,15:09:16,3506601153,6275866907,23902.93,Normal_Mutual,62,4,1
2022-11-12,12:31:16,6275866907,3506601153,24271.66,Normal_Mutual,62,4,2
2022-12-09,10:15:35,3506601153,3712056302,25761.71,Normal_Mutual,62,4,3
2023-01-08,08:35:15,3712056302,3506601153,25515.32,Normal_Mutual,62,4,4
2022-10-07,11:54:22,151970486,4808280164,8467.25,Normal_Group,63,4,1
2022-10-12,11:11:50,4808280164,151970486,11010.05,Normal_Group,63,4,2
2022-10-12,19:30:38,151970486,3759415493,963.09,Normal_Group,63,4,3
2022-10-14,13:41:36,3759415493,151970486,7212.62,Normal_Group,63,4,4
2022-10-12,16:22:54,7576219352,631650692,23929.68,Normal_Mutual,64,4,1
2022-11-11,21:09:22,631650692,7576219352,23476.48,Normal_Mutual,64,4,2
2022-12-28,14:48:16,7576219352,5287723593,216398.51,Normal_Plus_Mutual,64,4,3
2023-02-28,05:08:00,5287723593,7576219352,20057.84,Normal_Plus_Mutual,64,4,4
2023-02-08,22:51:07,4635590304,2572845970,4036.82,Normal_Mutual,65,4,1
2023-03-15,15:11:40,2572845970,4635590304,3998.09,Normal_Mutual,65,4,2
2023-03-26,01:38:14,4635590304,9418569923,91041.22,Normal_Plus_Mutual,65,4,3
2023-05-26,19:26:02,9418569923,4635590304,4681.53,Normal_Plus_Mutual,65,4,4
2022-10-07,21:01:21,4319679358,820230760,42671.72,Normal_Mutual,66,4,1
2022-11-02,09:22:51,820230760,4319679358,42951.95,Normal_Mutual,66,4,2
2023-05-07,11:35:54,4319679358,8345571902,558491.88,Normal_Plus_Mutual,66,4,3
2023-06-07,20:49:41,8345571902,4319679358,36485.6,Normal_Plus_Mutual,66,4,4
2022-10-08,02:58:47,6402529977,1103159203,1654.15,Normal_Group,67,4,1
2022-10-11,09:57:47,1103159203,6402529977,2205.48,Normal_Group,67,4,2
2022-10-12,11:40:56,6402529977,8877126007,6840.61,Normal_Group,67,4,3
2022-10-12,17:05:59,8877126007,6402529977,1325.05,Normal_Group,67,4,4
2022-10-07,20:08:00,5808678254,5292699828,5159.9,Normal_Group,68,4,1
2022-10-26,10:00:46,5292699828,5808678254,8632.11,Normal_Group,68,4,2
2022-10-27,08:47:21,5808678254,2073821997,7389.51,Normal_Group,68,4,3
2022-11-27,06:28:14,2073821997,5808678254,5919.73,Normal_Group,68,4,4
2022-10-08,14:42:24,4882367159,220976767,3082.37,Normal_Mutual,69,4,1
2022-11-04,19:31:32,220976767,4882367159,3053.74,Normal_Mutual,69,4,2
2023-05-21,03:09:44,4882367159,8475622000,54748.39,Normal_Plus_Mutual,69,4,3
2023-06-21,11:32:15,8475622000,4882367159,2990.44,Normal_Plus_Mutual,69,4,4
2022-10-07,12:55:00,3835880796,1808407957,7413.17,Normal_Group,70,4,1
2022-10-10,17:05:48,1808407957,3835880796,6540.43,Normal_Group,70,4,2
2022-10-10,23:56:24,3835880796,5892662005,14131.14,Normal_Group,70,4,3
2022-11-02,20:07:44,5892662005,3835880796,6158.58,Normal_Group,70,4,4
2022-10-09,08:23:40,2451278156,1691585655,7511.77,Normal_Group,71,4,1
2022-10-13,14:13:21,1691585655,2451278156,5376.81,Normal_Group,71,4,2
2022-10-17,13:49:14,2451278156,49066666,18103.53,Normal_Group,71,4,3
2022-10-28,02:44:40,49066666,2451278156,6694.35,Normal_Group,71,4,4
2022-10-07,13:57:29,7306138016,3552833428,6302.76,Normal_Group,72,4,1
2022-10-10,09:46:50,3552833428,7306138016,2939.62,Normal_Group,72,4,2
2022-10-11,14:51:49,7306138016,9586691248,13462.65,Normal_Group,72,4,3
2022-12-02,08:48:05,9586691248,7306138016,7310.69,Normal_Group,72,4,4
2022-10-08,05:30:05,2646321715,5248943310,3108.17,Normal_Group,73,4,1
2022-10-10,15:38:58,5248943310,2646321715,12750.46,Normal_Group,73,4,2
2022-10-10,22:49:02,2646321715,9195111609,579.38,Normal_Group,73,4,3
2023-03-01,21:08:01,9195111609,2646321715,3465.8,Normal_Group,73,4,4
2022-10-07,13:09:47,405051788,6064488085,8512.62,Normal_Group,74,4,1
2022-10-11,16:14:32,6064488085,405051788,325.06,Normal_Group,74,4,2
2022-10-12,12:51:51,405051788,7363886611,5923.78,Normal_Group,74,4,3
2022-10-14,04:05:18,7363886611,405051788,7381.53,Normal_Group,74,4,4
2022-10-09,21:00:58,5013355057,8279364729,4037.51,Normal_Mutual,75,4,1
2022-11-12,22:29:56,8279364729,5013355057,4073.15,Normal_Mutual,75,4,2
2022-12-26,13:42:31,5013355057,5969708044,53338.18,Normal_Plus_Mutual,75,4,3
2023-01-26,03:17:50,5969708044,5013355057,3251.42,Normal_Plus_Mutual,75,4,4
2022-10-07,18:12:35,9886333458,7265055305,7056.17,Normal_Group,76,4,1
2022-10-14,20:28:44,7265055305,9886333458,2969.99,Normal_Group,76,4,2
2022-10-15,01:13:04,9886333458,159575490,3526.63,Normal_Group,76,4,3
2022-10-15,10:37:10,159575490,9886333458,7420.39,Normal_Group,76,4,4
2022-10-08,19:44:27,8323355303,1994122881,2111.44,Normal_Group,77,4,1
2022-10-13,15:32:01,1994122881,8323355303,2196.71,Normal_Group,77,4,2
2022-10-16,08:23:48,8323355303,134257555,1672.35,Normal_Group,77,4,3
2022-10-26,09:35:07,134257555,8323355303,2308.16,Normal_Group,77,4,4
2022-10-07,13:18:30,4066286754,5458350835,16484.41,Normal_Mutual,78,4,1
2022-11-12,13:28:10,5458350835,4066286754,16790.97,Normal_Mutual,78,4,2
2022-11-30,18:26:30,4066286754,8206022419,209495.1,Normal_Plus_Mutual,78,4,3
2022-12-30,16:38:50,8206022419,4066286754,15208.62,Normal_Plus_Mutual,78,4,4
2022-10-07,20:32:33,2272929171,3367363845,8316.32,Normal_Group,79,4,1
2022-10-11,13:11:57,3367363845,2272929171,2397.65,Normal_Group,79,4,2
2022-10-17,21:55:25,2272929171,3829453701,1446.37,Normal_Group,79,4,3
2022-11-23,02:22:44,3829453701,2272929171,7504.98,Normal_Group,79,4,4
2022-10-07,14:18:51,93642419,80643448,1526.43,Normal_Group,80,4,1
2022-10-07,21:51:09,80643448,93642419,1053.97,Normal_Group,80,4,2
2022-10-15,14:08:48,93642419,5268443663,11569.42,Normal_Group,80,4,3
2022-12-01,14:02:21,5268443663,93642419,1743.48,Normal_Group,80,4,4
2022-10-14,09:01:23,340160930,915100499,15113.47,Normal_Mutual,81,4,1
2022-11-10,18:51:01,915100499,340160930,14866.48,Normal_Mutual,81,4,2
2023-03-07,15:12:23,340160930,2629591406,325011.58,Normal_Plus_Mutual,81,4,3
2023-04-07,15:11:16,2629591406,340160930,17508.62,Normal_Plus_Mutual,81,4,4
2022-10-07,14:00:33,4095587231,16066429,21510.6,Normal_Mutual,82,4,1
2022-11-02,08:40:22,16066429,4095587231,21703.74,Normal_Mutual,82,4,2
2023-02-12,09:39:06,4095587231,459510224,381349.78,Normal_Plus_Mutual,82,4,3
2023-03-12,00:48:39,459510224,4095587231,24616.26,Normal_Plus_Mutual,82,4,4
2022-10-08,17:32:41,7302848474,3385630870,42105.41,Normal_Plus_Mutual,83,4,1
2022-11-08,06:10:26,3385630870,7302848474,2174.54,Normal_Plus_Mutual,83,4,2
2023-04-04,11:02:13,7302848474,9559570280,38727.54,Normal_Mutual,83,4,3
2023-04-29,18:12:37,9559570280,7302848474,39006.91,Normal_Mutual,83,4,4
2022-10-08,03:36:24,6589200994,5314891492,927.38,Normal_Group,84,4,1
