Receiver_account,Duration,Date,Time,Total_amount,Sender_account,Sender_count,Payment_currency,Received_currency,Amount,Laundering_type,Payment_type
9351462,23 hours,2022-12-24,08:17:55,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15036.65,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,08:18:56,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16286.16,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,08:23:20,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15071.59,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,08:24:41,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7316.86,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,08:31:53,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9085.01,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,08:32:32,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9835.18,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,08:36:41,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9275.57,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,08:41:31,2545992.7300000004,5932010431,20,UK pounds,UK pounds,5268.0,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,08:46:27,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19882.23,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,08:56:37,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13383.37,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,08:57:55,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19571.46,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,09:08:33,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6960.21,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,09:16:42,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7335.98,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,09:25:35,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6930.35,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,09:25:59,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6729.93,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,09:29:25,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8191.58,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,09:30:38,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7758.86,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,09:31:46,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19866.93,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,09:36:02,2545992.7300000004,5453663705,20,UK pounds,UK pounds,13854.6,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,09:36:45,2545992.7300000004,5453663705,20,UK pounds,UK pounds,13954.49,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,09:43:42,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19448.59,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,09:47:50,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15049.67,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,09:52:21,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7355.8,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,09:53:20,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19431.37,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,10:05:26,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9866.32,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,10:11:12,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6762.98,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,10:15:10,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6931.5,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:16:33,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7316.16,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:17:46,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7359.34,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:26:11,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7386.79,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:33:15,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6652.65,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,10:39:19,2545992.7300000004,4246662398,20,UK pounds,UK pounds,23086.32,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,10:40:06,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7784.69,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,10:44:12,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8501.81,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,10:49:55,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15090.07,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:52:17,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8457.91,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:52:55,2545992.7300000004,5453663705,20,UK pounds,UK pounds,14079.34,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:54:27,2545992.7300000004,5453663705,20,UK pounds,UK pounds,13897.48,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,10:55:39,2545992.7300000004,2853972850,20,UK pounds,UK pounds,7028.08,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,11:05:37,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8457.34,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,11:05:46,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8459.86,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,11:10:56,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5442.96,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,11:11:39,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9135.43,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,11:11:42,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16189.53,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,11:14:48,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8518.7,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,11:43:40,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7886.86,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,12:08:20,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9413.64,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,12:10:59,2545992.7300000004,5453663705,20,UK pounds,UK pounds,14006.37,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,12:12:51,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16050.44,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,12:18:03,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6689.37,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,12:19:52,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19494.66,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,12:21:22,2545992.7300000004,1971173549,20,UK pounds,UK pounds,8952.98,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,12:25:18,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9894.34,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,12:44:58,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9717.82,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,12:51:12,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5511.32,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,13:04:48,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15063.67,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,13:07:12,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16086.79,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,13:08:15,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8179.32,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,13:08:34,2545992.7300000004,5932010431,20,UK pounds,UK pounds,5296.37,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,13:09:18,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7933.94,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,13:15:06,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7325.26,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,13:34:56,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15161.01,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,13:37:03,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9024.35,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,18:48:58,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16290.1,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,18:52:21,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5468.8,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,18:56:16,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9027.75,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,18:56:44,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5501.01,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,19:00:29,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6912.8,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:01:08,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8183.48,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:01:23,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6761.04,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,19:04:06,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15746.59,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:15:12,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6995.77,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:15:30,2545992.7300000004,4246662398,20,UK pounds,UK pounds,22993.36,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,19:17:28,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7978.37,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,21:30:59,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9765.03,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,21:36:26,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16246.61,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,21:46:57,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9273.77,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,21:49:02,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13649.13,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,21:50:05,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9285.62,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,21:51:44,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7935.64,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,21:57:28,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6833.71,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,22:02:11,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13653.58,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:03:40,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9092.37,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:05:11,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13488.69,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:07:07,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8138.58,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,22:16:38,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7399.86,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:27:23,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8123.95,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,22:27:34,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15759.54,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,22:30:12,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9139.54,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,22:40:42,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15785.81,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:19:13,2545992.7300000004,4246662398,20,UK pounds,UK pounds,23004.57,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,23:21:07,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16135.01,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,18:20:59,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13517.57,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,18:30:52,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9215.04,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:21:33,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8178.74,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:24:32,2545992.7300000004,4246662398,20,UK pounds,UK pounds,22933.0,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,18:40:03,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9239.56,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,23:29:23,2545992.7300000004,2853972850,20,UK pounds,UK pounds,7029.28,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,23:35:34,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15800.13,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,23:39:48,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7307.95,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,18:06:38,2545992.7300000004,2853972850,20,UK pounds,UK pounds,7015.21,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,17:46:53,2545992.7300000004,4967770332,20,UK pounds,UK pounds,9870.18,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,17:34:22,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8554.71,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,23:56:29,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6742.68,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,17:48:03,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7329.86,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,17:48:12,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7305.71,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,17:35:37,2545992.7300000004,1971173549,20,UK pounds,UK pounds,8925.4,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,17:54:09,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19775.06,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,23:57:48,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15693.41,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,18:03:33,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15045.47,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,18:47:10,2545992.7300000004,4246662398,20,UK pounds,UK pounds,22857.28,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,23:45:22,2545992.7300000004,2853972850,20,UK pounds,UK pounds,7005.8,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:22:40,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8154.11,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,17:41:13,2545992.7300000004,1971173549,20,UK pounds,UK pounds,9056.44,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,23:09:41,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19728.36,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:18:14,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13460.6,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,22:25:29,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7792.8,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,18:07:20,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7889.88,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,17:42:50,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7909.27,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,18:08:18,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7831.93,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,18:18:52,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5471.37,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,22:46:58,2545992.7300000004,5587191545,20,UK pounds,UK pounds,7811.07,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:03:01,2545992.7300000004,5453663705,20,UK pounds,UK pounds,13908.22,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,18:19:53,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7256.99,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,17:25:49,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19700.12,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,17:26:50,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13530.64,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,23:05:03,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8133.35,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,18:05:21,2545992.7300000004,4246662398,20,UK pounds,UK pounds,22972.91,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,17:24:23,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13426.85,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,17:23:17,2545992.7300000004,4246662398,20,UK pounds,UK pounds,22949.41,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:58:55,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6697.13,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,20:02:13,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7918.44,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,20:05:03,2545992.7300000004,4060733885,20,UK pounds,UK pounds,8151.58,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,20:09:04,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19851.77,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,20:10:42,2545992.7300000004,5932010431,20,UK pounds,UK pounds,5260.06,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,20:17:30,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8444.19,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,20:22:09,2545992.7300000004,1971173549,20,UK pounds,UK pounds,8968.34,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,20:41:42,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16225.48,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,21:22:11,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15671.88,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,21:23:16,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15234.38,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,21:25:31,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7888.67,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,21:26:49,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15886.03,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:18:27,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7899.46,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,19:19:06,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7362.52,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,19:19:31,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9256.01,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,19:22:02,2545992.7300000004,4792937709,20,UK pounds,UK pounds,9342.79,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,19:22:17,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15280.13,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,19:23:20,2545992.7300000004,5453663705,20,UK pounds,UK pounds,13974.41,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:29:15,2545992.7300000004,3241445262,20,UK pounds,UK pounds,7947.93,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,19:32:08,2545992.7300000004,5572876849,20,UK pounds,UK pounds,15792.12,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:34:44,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5470.82,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:37:53,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7242.53,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,19:47:07,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8517.56,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,19:49:41,2545992.7300000004,2853972850,20,UK pounds,UK pounds,6990.01,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,20:35:19,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8493.67,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,13:56:40,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13524.17,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,14:01:35,2545992.7300000004,4414485295,20,UK pounds,UK pounds,13593.68,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:03:10,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16185.44,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:03:11,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7338.9,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:05:58,2545992.7300000004,8633039888,20,UK pounds,UK pounds,19758.21,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,14:18:34,2545992.7300000004,2498400730,20,UK pounds,UK pounds,16160.96,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,20:55:51,2545992.7300000004,5932010431,20,UK pounds,UK pounds,5274.1,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:23:26,2545992.7300000004,8052804763,20,UK pounds,UK pounds,5421.72,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:29:34,2545992.7300000004,1549526085,20,UK pounds,UK pounds,7260.49,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:35:11,2545992.7300000004,1971173549,20,UK pounds,UK pounds,8996.52,Normal_Fan_In,Credit card
9351462,23 hours,2022-12-24,14:35:52,2545992.7300000004,3989115942,20,UK pounds,UK pounds,15117.17,Normal_Fan_In,Debit card
9351462,23 hours,2022-12-24,14:43:03,2545992.7300000004,2409980465,20,UK pounds,UK pounds,7308.05,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,14:52:23,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6799.2,Normal_Fan_In,Cheque
9351462,23 hours,2022-12-24,21:04:01,2545992.7300000004,3750062673,20,UK pounds,UK pounds,6734.22,Normal_Fan_In,ACH
9351462,23 hours,2022-12-24,14:56:32,2545992.7300000004,6382094948,20,UK pounds,UK pounds,8558.92,Normal_Fan_In,ACH
